Unloading shared
global_step=19004, episodic_return=0.0
global_step=19176, episodic_return=0.0
global_step=19204, episodic_return=0.0
global_step=19340, episodic_return=0.0
global_step=19408, episodic_return=0.0
SPS: 1600
global_step=19580, episodic_return=0.0
global_step=19608, episodic_return=0.0
global_step=19684, episodic_return=0.3879999999999999
global_step=19744, episodic_return=0.0
SPS: 1623
global_step=19984, episodic_return=0.0
global_step=20012, episodic_return=0.0
global_step=20088, episodic_return=0.0
global_step=20148, episodic_return=0.0
global_step=20388, episodic_return=0.0
global_step=20416, episodic_return=0.0
SPS: 1646
global_step=20492, episodic_return=0.0
global_step=20552, episodic_return=0.0
global_step=20792, episodic_return=0.0
global_step=20820, episodic_return=0.0
global_step=20896, episodic_return=0.0
global_step=20944, episodic_return=0.73
global_step=20956, episodic_return=0.0
SPS: 1667
global_step=21196, episodic_return=0.0
global_step=21300, episodic_return=0.0
global_step=21348, episodic_return=0.0
global_step=21360, episodic_return=0.0
SPS: 1689
global_step=21600, episodic_return=0.0
global_step=21704, episodic_return=0.0
global_step=21752, episodic_return=0.0
global_step=21764, episodic_return=0.0
global_step=22004, episodic_return=0.0
SPS: 1710
global_step=22108, episodic_return=0.0
global_step=22156, episodic_return=0.0
global_step=22168, episodic_return=0.0
global_step=22408, episodic_return=0.0
global_step=22512, episodic_return=0.0
SPS: 1730
global_step=22560, episodic_return=0.0
global_step=22572, episodic_return=0.0
global_step=22636, episodic_return=0.838
global_step=22812, episodic_return=0.0
global_step=22916, episodic_return=0.0
global_step=22976, episodic_return=0.0
global_step=23040, episodic_return=0.0
SPS: 1750
global_step=23216, episodic_return=0.0
global_step=23320, episodic_return=0.0
global_step=23380, episodic_return=0.0
global_step=23444, episodic_return=0.0
SPS: 1770
global_step=23620, episodic_return=0.0
global_step=23724, episodic_return=0.0
global_step=23784, episodic_return=0.0
global_step=23848, episodic_return=0.0
global_step=24024, episodic_return=0.0
SPS: 1790
global_step=24128, episodic_return=0.0
global_step=24188, episodic_return=0.0
global_step=24252, episodic_return=0.0
global_step=24428, episodic_return=0.0
global_step=24532, episodic_return=0.0
SPS: 1808
global_step=24592, episodic_return=0.0
global_step=24656, episodic_return=0.0
global_step=24832, episodic_return=0.0
global_step=24884, episodic_return=0.892
global_step=24936, episodic_return=0.0
global_step=24996, episodic_return=0.0
global_step=25060, episodic_return=0.0
SPS: 1826
global_step=25288, episodic_return=0.0
global_step=25340, episodic_return=0.0
global_step=25400, episodic_return=0.0
global_step=25464, episodic_return=0.0
SPS: 1845
global_step=25692, episodic_return=0.0
global_step=25744, episodic_return=0.0
global_step=25804, episodic_return=0.0
global_step=25868, episodic_return=0.0
global_step=26096, episodic_return=0.0
SPS: 1863
global_step=26148, episodic_return=0.0
global_step=26208, episodic_return=0.0
global_step=26272, episodic_return=0.0
global_step=26500, episodic_return=0.0
global_step=26552, episodic_return=0.0
global_step=26612, episodic_return=0.0
SPS: 1880
global_step=26676, episodic_return=0.0
global_step=26904, episodic_return=0.0
global_step=26956, episodic_return=0.0
global_step=27016, episodic_return=0.0
global_step=27080, episodic_return=0.0
SPS: 1897
global_step=27308, episodic_return=0.0
global_step=27360, episodic_return=0.0
global_step=27420, episodic_return=0.0
global_step=27484, episodic_return=0.0
SPS: 1913
global_step=27712, episodic_return=0.0
global_step=27764, episodic_return=0.0
global_step=27824, episodic_return=0.0
global_step=27864, episodic_return=0.919
global_step=27888, episodic_return=0.0
global_step=28028, episodic_return=0.4149999999999999
global_step=28116, episodic_return=0.0
SPS: 1929
global_step=28268, episodic_return=0.0
global_step=28292, episodic_return=0.0
global_step=28432, episodic_return=0.0
global_step=28432, episodic_return=0.29799999999999993
global_step=28672, episodic_return=0.0
SPS: 1946
global_step=28696, episodic_return=0.0
global_step=28836, episodic_return=0.0
global_step=28836, episodic_return=0.0
global_step=29036, episodic_return=0.5589999999999999
global_step=29076, episodic_return=0.0
global_step=29100, episodic_return=0.0
SPS: 1961
global_step=29220, episodic_return=0.595
global_step=29240, episodic_return=0.0
global_step=29360, episodic_return=0.42399999999999993
global_step=29480, episodic_return=0.0
global_step=29624, episodic_return=0.0
global_step=29644, episodic_return=0.0
SPS: 1977
global_step=29764, episodic_return=0.0
global_step=29884, episodic_return=0.0
global_step=30028, episodic_return=0.0
global_step=30048, episodic_return=0.0
global_step=30168, episodic_return=0.0
SPS: 1992
global_step=30288, episodic_return=0.0
global_step=30432, episodic_return=0.0
global_step=30452, episodic_return=0.0
global_step=30572, episodic_return=0.0
global_step=30692, episodic_return=0.0
SPS: 2007
global_step=30836, episodic_return=0.0
global_step=30856, episodic_return=0.0
global_step=30976, episodic_return=0.0
global_step=31096, episodic_return=0.0
SPS: 2022
global_step=31240, episodic_return=0.0
global_step=31260, episodic_return=0.0
global_step=31380, episodic_return=0.0
global_step=31500, episodic_return=0.0
global_step=31644, episodic_return=0.0
global_step=31664, episodic_return=0.0
SPS: 2037
global_step=31784, episodic_return=0.0
global_step=31904, episodic_return=0.0
global_step=32048, episodic_return=0.0
global_step=32068, episodic_return=0.0
global_step=32188, episodic_return=0.0
SPS: 2051
global_step=32308, episodic_return=0.0
global_step=32348, episodic_return=0.379
global_step=32452, episodic_return=0.0
global_step=32592, episodic_return=0.0
global_step=32712, episodic_return=0.0
global_step=32752, episodic_return=0.0
SPS: 2065
global_step=32856, episodic_return=0.0
global_step=32996, episodic_return=0.0
global_step=33116, episodic_return=0.0
global_step=33156, episodic_return=0.0
global_step=33260, episodic_return=0.0
SPS: 2071
global_step=33400, episodic_return=0.0
global_step=33520, episodic_return=0.0
global_step=33560, episodic_return=0.0
global_step=33664, episodic_return=0.0
SPS: 2085
global_step=33804, episodic_return=0.0
global_step=33924, episodic_return=0.0
global_step=33964, episodic_return=0.0
global_step=34068, episodic_return=0.0
global_step=34208, episodic_return=0.0
SPS: 2098
global_step=34328, episodic_return=0.0
global_step=34368, episodic_return=0.0
global_step=34472, episodic_return=0.0
global_step=34612, episodic_return=0.0
global_step=34732, episodic_return=0.0
global_step=34772, episodic_return=0.0
SPS: 2111
global_step=34876, episodic_return=0.0
global_step=35016, episodic_return=0.0
global_step=35132, episodic_return=0.10899999999999999
global_step=35176, episodic_return=0.0
global_step=35280, episodic_return=0.0
SPS: 2124
global_step=35420, episodic_return=0.0
global_step=35536, episodic_return=0.0
global_step=35580, episodic_return=0.0
global_step=35684, episodic_return=0.0
global_step=35824, episodic_return=0.0
SPS: 2136
global_step=35940, episodic_return=0.0
global_step=35984, episodic_return=0.0
global_step=36088, episodic_return=0.0
global_step=36228, episodic_return=0.0
global_step=36344, episodic_return=0.0
SPS: 2148
global_step=36364, episodic_return=0.15400000000000003
global_step=36492, episodic_return=0.0
global_step=36632, episodic_return=0.0
global_step=36740, episodic_return=0.16299999999999992
global_step=36748, episodic_return=0.0
SPS: 2160
global_step=36896, episodic_return=0.0
global_step=37036, episodic_return=0.0
global_step=37144, episodic_return=0.0
global_step=37152, episodic_return=0.0
global_step=37300, episodic_return=0.0
SPS: 2172
global_step=37440, episodic_return=0.0
global_step=37548, episodic_return=0.0
global_step=37556, episodic_return=0.0
global_step=37704, episodic_return=0.0
global_step=37844, episodic_return=0.0
SPS: 2183
global_step=37952, episodic_return=0.0
global_step=37960, episodic_return=0.0
global_step=38000, episodic_return=0.901
global_step=38108, episodic_return=0.0
global_step=38248, episodic_return=0.0
global_step=38364, episodic_return=0.0
SPS: 2194
global_step=38404, episodic_return=0.0
global_step=38512, episodic_return=0.0
global_step=38652, episodic_return=0.0
global_step=38768, episodic_return=0.0
global_step=38808, episodic_return=0.0
SPS: 2205
global_step=38916, episodic_return=0.0
global_step=39008, episodic_return=0.802
global_step=39056, episodic_return=0.0
global_step=39172, episodic_return=0.0
global_step=39212, episodic_return=0.0
global_step=39412, episodic_return=0.0
SPS: 2216
global_step=39460, episodic_return=0.0
global_step=39576, episodic_return=0.0
global_step=39616, episodic_return=0.0
global_step=39816, episodic_return=0.0
global_step=39864, episodic_return=0.0
SPS: 2227
global_step=39980, episodic_return=0.0
global_step=40020, episodic_return=0.0
global_step=40220, episodic_return=0.0
global_step=40268, episodic_return=0.0
global_step=40384, episodic_return=0.0
global_step=40424, episodic_return=0.0
SPS: 2237
global_step=40624, episodic_return=0.0
global_step=40672, episodic_return=0.0
global_step=40788, episodic_return=0.0
global_step=40828, episodic_return=0.0
SPS: 2248
global_step=41012, episodic_return=0.595
global_step=41028, episodic_return=0.0
global_step=41076, episodic_return=0.0
global_step=41192, episodic_return=0.0
global_step=41416, episodic_return=0.0
global_step=41432, episodic_return=0.0
SPS: 2257
global_step=41480, episodic_return=0.0
global_step=41596, episodic_return=0.0
global_step=41820, episodic_return=0.0
global_step=41836, episodic_return=0.0
global_step=41884, episodic_return=0.0
SPS: 2268
global_step=42000, episodic_return=0.0
global_step=42224, episodic_return=0.0
global_step=42240, episodic_return=0.0
global_step=42288, episodic_return=0.0
global_step=42404, episodic_return=0.0
SPS: 2278
global_step=42628, episodic_return=0.0
global_step=42644, episodic_return=0.0
global_step=42692, episodic_return=0.0
global_step=42808, episodic_return=0.0
SPS: 2288
global_step=43032, episodic_return=0.0
global_step=43048, episodic_return=0.0
global_step=43096, episodic_return=0.0
global_step=43212, episodic_return=0.0
global_step=43436, episodic_return=0.0
global_step=43452, episodic_return=0.0
global_step=43472, episodic_return=0.9279999999999999
global_step=43500, episodic_return=0.0
SPS: 2297
global_step=43616, episodic_return=0.0
global_step=43856, episodic_return=0.0
global_step=43876, episodic_return=0.0
global_step=43904, episodic_return=0.0
global_step=44020, episodic_return=0.0
SPS: 2306
global_step=44260, episodic_return=0.0
global_step=44280, episodic_return=0.0
global_step=44308, episodic_return=0.0
global_step=44424, episodic_return=0.0
SPS: 2316
global_step=44664, episodic_return=0.0
global_step=44684, episodic_return=0.0
global_step=44712, episodic_return=0.0
global_step=44828, episodic_return=0.0
SPS: 2325
global_step=45068, episodic_return=0.0
global_step=45088, episodic_return=0.0
global_step=45116, episodic_return=0.0
global_step=45232, episodic_return=0.0
global_step=45472, episodic_return=0.0
global_step=45492, episodic_return=0.0
global_step=45520, episodic_return=0.0
SPS: 2334
global_step=45636, episodic_return=0.0
global_step=45876, episodic_return=0.0
global_step=45896, episodic_return=0.0
global_step=45924, episodic_return=0.0
global_step=46040, episodic_return=0.0
SPS: 2343
global_step=46120, episodic_return=0.5680000000000001
global_step=46280, episodic_return=0.0
global_step=46300, episodic_return=0.0
global_step=46444, episodic_return=0.0
global_step=46524, episodic_return=0.0
SPS: 2352
global_step=46640, episodic_return=0.19899999999999995
global_step=46704, episodic_return=0.0
global_step=46848, episodic_return=0.0
global_step=46928, episodic_return=0.0
global_step=47044, episodic_return=0.0
SPS: 2360
global_step=47108, episodic_return=0.0
global_step=47252, episodic_return=0.0
global_step=47332, episodic_return=0.0
global_step=47448, episodic_return=0.0
global_step=47512, episodic_return=0.0
SPS: 2369
global_step=47656, episodic_return=0.0
global_step=47736, episodic_return=0.0
global_step=47852, episodic_return=0.0
global_step=47896, episodic_return=0.91
global_step=47916, episodic_return=0.0
global_step=48060, episodic_return=0.0
SPS: 2377
global_step=48140, episodic_return=0.0
global_step=48300, episodic_return=0.0
global_step=48320, episodic_return=0.0
global_step=48464, episodic_return=0.0
global_step=48544, episodic_return=0.0
SPS: 2386
global_step=48704, episodic_return=0.0
global_step=48724, episodic_return=0.0
global_step=48868, episodic_return=0.0
global_step=48948, episodic_return=0.0
global_step=49108, episodic_return=0.0
global_step=49128, episodic_return=0.0
SPS: 2393
global_step=49272, episodic_return=0.0
global_step=49352, episodic_return=0.0
global_step=49512, episodic_return=0.0
global_step=49532, episodic_return=0.0
SPS: 2402
global_step=49676, episodic_return=0.0
global_step=49756, episodic_return=0.0
global_step=49916, episodic_return=0.0
global_step=49936, episodic_return=0.0
global_step=50080, episodic_return=0.0
global_step=50160, episodic_return=0.0
SPS: 2410
global_step=50320, episodic_return=0.0
global_step=50340, episodic_return=0.0
global_step=50408, episodic_return=0.2709999999999999
global_step=50564, episodic_return=0.0
SPS: 2418
global_step=50724, episodic_return=0.0
global_step=50744, episodic_return=0.0
global_step=50812, episodic_return=0.0
global_step=50968, episodic_return=0.0
global_step=51128, episodic_return=0.0
global_step=51148, episodic_return=0.0
SPS: 2422
global_step=51216, episodic_return=0.0
global_step=51372, episodic_return=0.0
global_step=51532, episodic_return=0.0
global_step=51552, episodic_return=0.0
global_step=51620, episodic_return=0.0
SPS: 2430
global_step=51776, episodic_return=0.0
global_step=51936, episodic_return=0.0
global_step=51956, episodic_return=0.0
global_step=52024, episodic_return=0.0
global_step=52180, episodic_return=0.0
SPS: 2438
global_step=52340, episodic_return=0.0
global_step=52360, episodic_return=0.0
global_step=52404, episodic_return=0.91
global_step=52428, episodic_return=0.0
global_step=52584, episodic_return=0.0
SPS: 2445
global_step=52744, episodic_return=0.0
global_step=52808, episodic_return=0.0
global_step=52832, episodic_return=0.0
global_step=52988, episodic_return=0.0
global_step=53068, episodic_return=0.2799999999999999
global_step=53212, episodic_return=0.0
global_step=53236, episodic_return=0.0
SPS: 2452
global_step=53392, episodic_return=0.0
global_step=53472, episodic_return=0.0
global_step=53616, episodic_return=0.0
global_step=53640, episodic_return=0.0
SPS: 2458
global_step=53796, episodic_return=0.0
global_step=53876, episodic_return=0.0
global_step=54020, episodic_return=0.0
global_step=54036, episodic_return=0.118
global_step=54200, episodic_return=0.0
global_step=54256, episodic_return=0.478
SPS: 2466
global_step=54280, episodic_return=0.0
global_step=54420, episodic_return=0.694
global_step=54440, episodic_return=0.0
global_step=54604, episodic_return=0.0
global_step=54660, episodic_return=0.0
global_step=54672, episodic_return=0.856
SPS: 2472
global_step=54824, episodic_return=0.0
global_step=54844, episodic_return=0.0
global_step=55064, episodic_return=0.0
global_step=55076, episodic_return=0.0
global_step=55228, episodic_return=0.0
global_step=55248, episodic_return=0.0
SPS: 2479
global_step=55468, episodic_return=0.0
global_step=55480, episodic_return=0.0
global_step=55632, episodic_return=0.0
global_step=55652, episodic_return=0.0
SPS: 2487
global_step=55872, episodic_return=0.0
global_step=55884, episodic_return=0.0
global_step=56036, episodic_return=0.0
global_step=56056, episodic_return=0.0
global_step=56276, episodic_return=0.0
global_step=56288, episodic_return=0.0
SPS: 2493
global_step=56440, episodic_return=0.0
global_step=56460, episodic_return=0.0
global_step=56680, episodic_return=0.0
global_step=56692, episodic_return=0.0
SPS: 2500
global_step=56844, episodic_return=0.0
global_step=56864, episodic_return=0.0
global_step=57084, episodic_return=0.0
global_step=57096, episodic_return=0.0
global_step=57248, episodic_return=0.0
global_step=57268, episodic_return=0.0
SPS: 2507
global_step=57488, episodic_return=0.0
global_step=57500, episodic_return=0.0
global_step=57652, episodic_return=0.0
global_step=57672, episodic_return=0.0
global_step=57776, episodic_return=0.73
SPS: 2513
global_step=57892, episodic_return=0.0
global_step=57904, episodic_return=0.0
global_step=58076, episodic_return=0.0
global_step=58180, episodic_return=0.0
global_step=58296, episodic_return=0.0
global_step=58308, episodic_return=0.0
SPS: 2519
global_step=58428, episodic_return=0.739
global_step=58480, episodic_return=0.0
global_step=58584, episodic_return=0.0
global_step=58700, episodic_return=0.0
global_step=58832, episodic_return=0.0
global_step=58844, episodic_return=0.685
SPS: 2525
global_step=58884, episodic_return=0.0
global_step=58988, episodic_return=0.0
global_step=59236, episodic_return=0.0
global_step=59248, episodic_return=0.0
global_step=59288, episodic_return=0.0
global_step=59392, episodic_return=0.0
SPS: 2532
global_step=59640, episodic_return=0.0
global_step=59652, episodic_return=0.0
global_step=59692, episodic_return=0.0
global_step=59796, episodic_return=0.0
global_step=59900, episodic_return=0.42399999999999993
SPS: 2537
global_step=60056, episodic_return=0.0
global_step=60096, episodic_return=0.0
global_step=60200, episodic_return=0.0
global_step=60304, episodic_return=0.0
SPS: 2544
global_step=60460, episodic_return=0.0
global_step=60500, episodic_return=0.0
global_step=60604, episodic_return=0.0
global_step=60708, episodic_return=0.0
global_step=60864, episodic_return=0.0
global_step=60892, episodic_return=0.361
global_step=60904, episodic_return=0.0
SPS: 2549
global_step=61100, episodic_return=0.478
global_step=61112, episodic_return=0.0
global_step=61296, episodic_return=0.0
global_step=61308, episodic_return=0.0
global_step=61312, episodic_return=0.973
SPS: 2555
global_step=61504, episodic_return=0.0
global_step=61516, episodic_return=0.0
global_step=61712, episodic_return=0.0
global_step=61716, episodic_return=0.0
global_step=61908, episodic_return=0.0
global_step=61920, episodic_return=0.0
SPS: 2560
global_step=62116, episodic_return=0.0
global_step=62120, episodic_return=0.0
global_step=62200, episodic_return=0.379
global_step=62292, episodic_return=0.802
global_step=62312, episodic_return=0.0
SPS: 2566
global_step=62520, episodic_return=0.0
global_step=62524, episodic_return=0.0
global_step=62696, episodic_return=0.0
global_step=62716, episodic_return=0.0
global_step=62924, episodic_return=0.0
global_step=62928, episodic_return=0.0
SPS: 2572
global_step=63100, episodic_return=0.0
global_step=63120, episodic_return=0.0
global_step=63328, episodic_return=0.0
global_step=63332, episodic_return=0.0
SPS: 2578
global_step=63504, episodic_return=0.0
global_step=63524, episodic_return=0.0
global_step=63580, episodic_return=0.883
global_step=63732, episodic_return=0.0
global_step=63736, episodic_return=0.0
global_step=63792, episodic_return=0.874
global_step=63908, episodic_return=0.0
global_step=63984, episodic_return=0.0
SPS: 2583
global_step=64140, episodic_return=0.0
global_step=64196, episodic_return=0.0
global_step=64312, episodic_return=0.0
global_step=64388, episodic_return=0.0
SPS: 2589
global_step=64544, episodic_return=0.0
global_step=64600, episodic_return=0.0
global_step=64716, episodic_return=0.0
global_step=64792, episodic_return=0.0
global_step=64948, episodic_return=0.0
global_step=65004, episodic_return=0.0
SPS: 2594
global_step=65120, episodic_return=0.0
global_step=65196, episodic_return=0.0
global_step=65352, episodic_return=0.0
global_step=65408, episodic_return=0.0
global_step=65524, episodic_return=0.0
SPS: 2600
global_step=65600, episodic_return=0.0
global_step=65696, episodic_return=0.622
global_step=65756, episodic_return=0.0
global_step=65812, episodic_return=0.0
global_step=66004, episodic_return=0.0
SPS: 2605
global_step=66100, episodic_return=0.0
global_step=66160, episodic_return=0.0
global_step=66216, episodic_return=0.0
global_step=66408, episodic_return=0.0
global_step=66504, episodic_return=0.0
SPS: 2611
global_step=66564, episodic_return=0.0
global_step=66620, episodic_return=0.0
global_step=66716, episodic_return=0.7929999999999999
global_step=66812, episodic_return=0.0
global_step=66856, episodic_return=0.694
global_step=66908, episodic_return=0.0
global_step=66968, episodic_return=0.0
SPS: 2615
global_step=67216, episodic_return=0.0
global_step=67260, episodic_return=0.0
global_step=67312, episodic_return=0.0
global_step=67372, episodic_return=0.0
global_step=67512, episodic_return=0.694
SPS: 2620
global_step=67620, episodic_return=0.0
global_step=67664, episodic_return=0.0
global_step=67716, episodic_return=0.0
global_step=67916, episodic_return=0.0
global_step=68024, episodic_return=0.0
global_step=68068, episodic_return=0.0
SPS: 2626
global_step=68120, episodic_return=0.0
global_step=68320, episodic_return=0.0
global_step=68428, episodic_return=0.0
global_step=68472, episodic_return=0.0
global_step=68524, episodic_return=0.0
SPS: 2627
global_step=68724, episodic_return=0.0
global_step=68832, episodic_return=0.0
global_step=68832, episodic_return=0.766
global_step=68876, episodic_return=0.0
global_step=68928, episodic_return=0.0
SPS: 2632
global_step=69236, episodic_return=0.0
global_step=69236, episodic_return=0.0
global_step=69280, episodic_return=0.0
global_step=69332, episodic_return=0.0
SPS: 2638
global_step=69640, episodic_return=0.0
global_step=69640, episodic_return=0.0
global_step=69684, episodic_return=0.0
global_step=69736, episodic_return=0.0
global_step=69824, episodic_return=0.595
global_step=70016, episodic_return=0.379
global_step=70044, episodic_return=0.0
global_step=70088, episodic_return=0.0
SPS: 2642
global_step=70228, episodic_return=0.0
global_step=70400, episodic_return=0.14500000000000002
global_step=70448, episodic_return=0.0
global_step=70476, episodic_return=0.45099999999999996
global_step=70492, episodic_return=0.0
SPS: 2647
global_step=70804, episodic_return=0.0
global_step=70852, episodic_return=0.0
global_step=70880, episodic_return=0.0
global_step=70896, episodic_return=0.0
SPS: 2652
global_step=71208, episodic_return=0.0
global_step=71256, episodic_return=0.0
global_step=71284, episodic_return=0.0
global_step=71300, episodic_return=0.0
global_step=71612, episodic_return=0.0
global_step=71660, episodic_return=0.0
SPS: 2656
global_step=71688, episodic_return=0.0
global_step=71704, episodic_return=0.0
global_step=72016, episodic_return=0.0
global_step=72064, episodic_return=0.0
global_step=72092, episodic_return=0.0
global_step=72108, episodic_return=0.0
SPS: 2661
global_step=72200, episodic_return=0.766
global_step=72420, episodic_return=0.0
global_step=72468, episodic_return=0.0
global_step=72512, episodic_return=0.0
global_step=72536, episodic_return=0.748
