_step,charts/episodic_return,_runtime,global_step,_timestamp,charts/episodic_length,losses/value_loss,losses/entropy,losses/clipfrac,charts/SPS,charts/learning_rate,losses/policy_loss,losses/old_approx_kl,losses/approx_kl,losses/explained_variance
11272,,743.7278191,283136,1779545958.3355021,,,,,381.0,,,,,
11276,,748.732018,283248,1779545958.6029215,100.0,,,,,,,,,
11277,0.0,748.732018,283368,1779545958.8606665,,,,,,,,,,
11279,0.0,748.732018,283400,1779545958.9338734,,,,,,,,,,
11280,,748.732018,283400,1779545958.9338734,100.0,,,,,,,,,
11284,,748.7325682,283648,1779545959.9865072,,0.00037071074,,,,,,,,
11290,,748.7325682,283648,1779545959.9865072,,,,,,,,,,-2.1112947
11292,0.0,748.7325682,283652,1779545960.0005007,,,,,,,,,,
11293,,748.7325682,283652,1779545960.0005007,100.0,,,,,,,,,
11295,,748.7325682,283772,1779545960.169151,100.0,,,,,,,,,
11298,0.0,748.7325682,284048,1779545960.7838867,,,,,,,,,,
11300,0.0,748.7325682,284056,1779545960.808603,,,,,,,,,,
11304,,748.7332707,284160,1779545961.6028733,,,,,,,-0.017916257,,,
11305,,748.7332707,284160,1779545961.6028733,,,1.2611449,,,,,,,
11306,,748.7332707,284160,1779545961.6028733,,,,,,,,0.0030131526,,
11308,,748.7332707,284160,1779545961.603382,,,,0.0126953125,,,,,,
11309,,748.7332707,284160,1779545961.603382,,,,,,,,,,-2.137391
11310,,748.7332707,284160,1779545961.6065953,,,,,381.0,,,,,
11311,0.0,748.7332707,284176,1779545961.6514354,,,,,,,,,,
11312,,748.7332707,284176,1779545961.6514354,100.0,,,,,,,,,
11313,0.0,748.7332707,284208,1779545961.7313704,,,,,,,,,,
11314,,748.7332707,284208,1779545961.7313704,100.0,,,,,,,,,
11315,0.883,748.7332707,284232,1779545961.7909672,,,,,,,,,,
11317,0.0,748.7332707,284452,1779545962.2964513,,,,,,,,,,
11318,,748.7338124,284452,1779545962.2964513,100.0,,,,,,,,,
11319,0.0,748.7338124,284460,1779545962.3182194,,,,,,,,,,
11320,,748.7338124,284460,1779545962.3182194,100.0,,,,,,,,,
11322,,748.7338124,284612,1779545962.6914055,100.0,,,,,,,,,
11324,,748.7338124,284636,1779545962.7536721,100.0,,,,,,,,,
11327,,748.7338124,284672,1779545963.3541162,,,,,,,-0.013446309,,,
11328,,748.7338124,284672,1779545963.3541162,,,1.2061131,,,,,,,
11329,,748.7338124,284672,1779545963.3541162,,,,,,,,0.011885628,,
11332,,748.7338124,284672,1779545963.3541162,,,,,,,,,,0.30213994
11333,,748.7338124,284672,1779545963.35865,,,,,381.0,,,,,
11334,0.847,748.7338124,284708,1779545963.4490826,,,,,,,,,,
11337,,753.7377408,284800,1779545963.6518981,46.0,,,,,,,,,
11339,,753.7377408,284856,1779545963.7801356,100.0,,,,,,,,,
11345,,753.7385208,285184,1779545964.9987197,,0.0033897744,,,,,,,,
11346,,753.7385208,285184,1779545964.9987197,,,,,,,-0.0044106655,,,
11347,,753.7385208,285184,1779545964.9987197,,,1.1910852,,,,,,,
11349,,753.7385208,285184,1779545964.9987197,,,,,,,,,0.006928336,
11350,,753.7385208,285184,1779545964.9987197,,,,0.026367188,,,,,,
11353,0.0,753.7385208,285204,1779545965.0376937,,,,,,,,,,
11354,,753.7385208,285204,1779545965.0376937,100.0,,,,,,,,,
11355,0.0,753.7385208,285260,1779545965.124841,,,,,,,,,,
11358,,753.7385208,285268,1779545965.1412868,100.0,,,,,,,,,
11360,,753.7385208,285516,1779545965.7198415,100.0,,,,,,,,,
11363,0.0,753.7391277,285664,1779545966.054638,,,,,,,,,,
11364,,753.7391277,285664,1779545966.054638,100.0,,,,,,,,,
11365,0.0,753.7391277,285672,1779545966.073277,,,,,,,,,,
11366,,753.7391277,285672,1779545966.073968,100.0,,,,,,,,,
11367,,753.7391277,285696,1779545966.8497167,,,,,,0.00010732582,,,,
11369,,753.7391277,285696,1779545966.8497167,,,,,,,-0.01588275,,,
11370,,753.7391277,285696,1779545966.8497167,,,1.3536546,,,,,,,
11372,,753.7391277,285696,1779545966.850714,,,,,,,,,0.00296645,
11373,,753.7391277,285696,1779545966.850714,,,,0.0053710938,,,,,,
11374,,753.7391277,285696,1779545966.850714,,,,,,,,,,0.30964714
11377,,753.7397147,285708,1779545966.9010603,24.0,,,,,,,,,
11380,0.0,753.7397147,285920,1779545967.3387554,,,,,,,,,,
11381,,753.7397147,285920,1779545967.3397756,100.0,,,,,,,,,
11384,0.658,753.740067,286076,1779545967.7974422,,,,,,,,,,
11385,,753.740067,286076,1779545967.7974422,38.0,,,,,,,,,
11391,,753.740067,286208,1779545968.0915146,34.0,,,,,,,,,
11392,,758.7459375,286208,1779545968.7650018,,,,,,0.000107069674,,,,
11396,,758.7459375,286208,1779545968.7660148,,,,,,,,0.008196421,,
11405,0.982,758.746546,286492,1779545969.264857,,,,,,,,,,
11407,0.928,758.746546,286528,1779545969.3490608,,,,,,,,,,
11408,,758.746546,286528,1779545969.3490608,8.0,,,,,,,,,
11409,0.0,758.746546,286580,1779545969.4642217,,,,,,,,,,
11412,,758.746546,286612,1779545969.538105,7.0,,,,,,,,,
11413,0.0,758.746546,286612,1779545969.5400898,,,,,,,,,,
11415,0.0,758.746546,286684,1779545969.707069,,,,,,,,,,
11416,,758.746546,286684,1779545969.707069,100.0,,,,,,,,,
11419,,758.746546,286720,1779545970.3606107,,,,,,0.000106813524,,,,
11422,,758.747444,286720,1779545970.3606107,,,1.3039982,,,,,,,
11423,,758.747444,286720,1779545970.3606107,,,,,,,,0.006363256,,
11426,,758.747444,286720,1779545970.3618586,,,,,,,,,,0.5229583
11430,0.469,758.747957,286944,1779545970.8700178,,,,,,,,,,
11432,0.0,758.747957,287016,1779545971.0082595,,,,,,,,,,
11433,,758.747957,287016,1779545971.0082595,100.0,,,,,,,,,
11434,0.0,758.747957,287088,1779545971.1121583,,,,,,,,,,
11436,0.973,758.747957,287104,1779545971.139166,,,,,,,,,,
11439,,758.747957,287228,1779545971.3986366,30.0,,,,,,,,,
11440,,758.747957,287232,1779545972.0773025,,,,,,0.000106557374,,,,
11442,,758.747957,287232,1779545972.0773025,,,,,,,-0.0040859655,,,
11443,,758.747957,287232,1779545972.0782976,,,1.431043,,,,,,,
11446,,758.747957,287232,1779545972.0782976,,,,0.00048828125,,,,,,
11447,,758.747957,287232,1779545972.0782976,,,,,,,,,,0.4978633
11448,,758.747957,287232,1779545972.0810044,,,,,380.0,,,,,
11450,,758.7485072,287336,1779545972.266471,100.0,,,,,,,,,
11453,0.0,758.7485072,287420,1779545972.4704862,,,,,,,,,,
11456,,758.7485072,287632,1779545972.9227428,100.0,,,,,,,,,
11458,,758.7485072,287712,1779545973.051423,19.0,,,,,,,,,
11459,0.0,758.7485072,287740,1779545973.0946739,,,,,,,,,,
11461,,763.7544257,287744,1779545973.7096686,,,,,,0.00010630123,,,,
11462,,763.7544257,287744,1779545973.7096686,,0.0025459994,,,,,,,,
11464,,763.7544257,287744,1779545973.7096686,,,1.328785,,,,,,,
11465,,763.7544257,287744,1779545973.7096686,,,,,,,,0.0024089608,,
11468,,763.7544257,287744,1779545973.7096686,,,,,,,,,,0.42677623
11470,0.0,763.754941,287752,1779545973.7420845,,,,,,,,,,
11475,,763.7554224,288116,1779545974.4539251,100.0,,,,,,,,,
11476,0.0,763.7554224,288144,1779545974.5206203,,,,,,,,,,
11477,,763.7554224,288144,1779545974.5206203,100.0,,,,,,,,,
11478,0.0,763.7554224,288156,1779545974.5559027,,,,,,,,,,
11480,0.0,763.7554224,288228,1779545974.7243507,,,,,,,,,,
11481,,763.7554224,288228,1779545974.7243507,100.0,,,,,,,,,
11482,,763.7554224,288256,1779545975.3114967,,,,,,0.00010604508,,,,
11485,,763.7554224,288256,1779545975.3114967,,,1.1941544,,,,,,,
11490,,763.7559735,288256,1779545975.3165777,,,,,379.0,,,,,
11493,0.0,763.7559735,288548,1779545975.958478,,,,,,,,,,
11496,,763.7559735,288560,1779545975.979024,100.0,,,,,,,,,
11497,0.0,763.7559735,288632,1779545976.0864437,,,,,,,,,,
11500,,763.7559735,288768,1779545976.9742897,,0.00030154368,,,,,,,,
11501,,763.7571104,288768,1779545976.9742897,,,,,,,-0.003720075,,,
11506,,763.7571104,288768,1779545976.9742897,,,,,,,,,,-0.98696494
11507,,763.7571104,288768,1779545976.9768245,,,,,379.0,,,,,
11509,,763.7571104,288924,1779545977.2157364,100.0,,,,,,,,,
11512,0.28,763.7571104,288956,1779545977.2963045,,,,,,,,,,
11514,0.0,763.7571104,288964,1779545977.3271513,,,,,,,,,,
11518,0.784,763.7579466,289052,1779545977.5757034,,,,,,,,,,
11521,,768.7720463,289280,1779545978.915361,,0.0035370085,,,,,,,,
11524,,768.7720463,289280,1779545978.915361,,,,,,,,0.005529646,,
11527,,768.7720463,289280,1779545978.9163806,,,,,,,,,,0.5151168
11528,,768.7720463,289280,1779545978.9218235,,,,,379.0,,,,,
11529,0.0,768.7720463,289328,1779545979.0633936,,,,,,,,,,
11531,0.0,768.7727411,289368,1779545979.1817818,,,,,,,,,,
11533,0.0,768.7727411,289408,1779545979.2745485,,,,,,,,,,
11534,,768.7727411,289408,1779545979.2745485,100.0,,,,,,,,,
11535,0.0,768.7727411,289456,1779545979.3795168,,,,,,,,,,
11537,0.604,768.7727411,289588,1779545979.6908002,,,,,,,,,,
11538,,768.7732592,289588,1779545979.6908002,44.0,,,,,,,,,
11539,0.0,768.7732592,289732,1779545980.0137546,,,,,,,,,,
11542,,768.7732592,289772,1779545980.080796,100.0,,,,,,,,,
11543,,768.7732592,289792,1779545980.8102493,,,,,,0.00010527664,,,,
11544,,768.7732592,289792,1779545980.8102493,,0.0049207546,,,,,,,,
11548,,768.7732592,289792,1779545980.8112476,,,,,,,,,0.0034236629,
11549,,768.7732592,289792,1779545980.8112476,,,,0.017578125,,,,,,
11550,,768.7732592,289792,1779545980.8112476,,,,,,,,,,0.12384391
11551,,768.7732592,289792,1779545980.8157718,,,,,379.0,,,,,
11553,,768.7732592,289808,1779545980.8763323,8.0,,,,,,,,,
11556,0.0,768.7732592,289860,1779545981.033032,,,,,,,,,,
11558,0.829,768.774279,289888,1779545981.093138,,,,,,,,,,
11559,,768.774279,289888,1779545981.093138,19.0,,,,,,,,,
11561,,768.774279,290136,1779545981.749323,100.0,,,,,,,,,
11562,0.982,768.774279,290148,1779545981.7936976,,,,,,,,,,
11564,0.0,768.774279,290236,1779545982.0101922,,,,,,,,,,
11565,,768.774279,290236,1779545982.0101922,100.0,,,,,,,,,
11567,,768.7747949,290264,1779545982.0702667,100.0,,,,,,,,,
11569,,768.7747949,290292,1779545982.1328225,100.0,,,,,,,,,
11573,,768.7751348,290304,1779545982.9316475,,,1.1962595,,,,,,,
11575,,768.7751348,290304,1779545982.9316475,,,,,,,,,0.0011369479,
11581,0.892,768.7751348,290316,1779545982.9702568,,,,,,,,,,
11582,,768.7751348,290316,1779545982.9702568,12.0,,,,,,,,,
11583,0.0,768.77684,290552,1779545983.4985979,,,,,,,,,,
11584,,768.77684,290552,1779545983.4985979,100.0,,,,,,,,,
11585,0.0,773.7815452,290640,1779545983.720405,,,,,,,,,,
11586,,773.7843572,290640,1779545983.7212503,100.0,,,,,,,,,
11587,0.0,773.7861733,290720,1779545983.8929672,,,,,,,,,,
11589,0.0,773.7868457,290720,1779545983.895083,,,,,,,,,,
11590,,773.7868457,290720,1779545983.895083,100.0,,,,,,,,,
11593,,773.7876073,290816,1779545984.6128864,,,,,,0.000104764345,,,,
11594,,773.7876073,290816,1779545984.6128864,,0.0038919067,,,,,,,,
11596,,773.7876073,290816,1779545984.6128864,,,1.2046001,,,,,,,
11605,,773.7881413,291044,1779545985.0365272,100.0,,,,,,,,,
11606,0.208,773.7881413,291092,1779545985.108245,,,,,,,,,,
11607,,773.7881413,291092,1779545985.108245,88.0,,,,,,,,,
11608,0.0,773.7881413,291124,1779545985.154249,,,,,,,,,,
11609,,773.7881413,291124,1779545985.1545615,100.0,,,,,,,,,
11612,,773.7881413,291328,1779545986.124318,,,,,,,0.0036446303,,,
11614,,773.7887133,291328,1779545986.124318,,,,,,,,0.0056087887,,
11615,,773.7887133,291328,1779545986.124318,,,,,,,,,0.0024468587,
11616,,773.7887133,291328,1779545986.124318,,,,0.0048828125,,,,,,
11617,,773.7887133,291328,1779545986.125317,,,,,,,,,,-0.73419046
11618,,773.7887133,291328,1779545986.1278033,,,,,378.0,,,,,
11619,0.0,773.7887133,291360,1779545986.205422,,,,,,,,,,
11621,0.0,773.7887133,291448,1779545986.4157631,,,,,,,,,,
11623,0.901,773.7887133,291496,1779545986.537622,,,,,,,,,,
11624,,773.7892255,291496,1779545986.537622,11.0,,,,,,,,,
11625,0.0,773.7892255,291496,1779545986.5396256,,,,,,,,,,
11627,0.0,773.7892255,291528,1779545986.6247392,,,,,,,,,,
11628,,773.7892255,291528,1779545986.6247392,100.0,,,,,,,,,
11629,0.901,773.7892255,291544,1779545986.663149,,,,,,,,,,
11632,,773.7892255,291688,1779545986.9744759,47.0,,,,,,,,,
11633,0.0,773.7892255,291764,1779545987.0810604,,,,,,,,,,
11634,,773.7892255,291764,1779545987.0816302,100.0,,,,,,,,,
11636,,773.789768,291840,1779545987.877339,,0.006741897,,,,,,,,
11637,,773.789768,291840,1779545987.877339,,,,,,,-0.0014900155,,,
11638,,773.789768,291840,1779545987.877339,,,1.3652755,,,,,,,
11639,,773.789768,291840,1779545987.877339,,,,,,,,0.0062877415,,
11640,,773.789768,291840,1779545987.877339,,,,,,,,,0.0018791696,
11641,,773.789768,291840,1779545987.877339,,,,0.009277344,,,,,,
11642,,773.789768,291840,1779545987.877339,,,,,,,,,,0.5633916
11645,,773.789768,291932,1779545988.08427,100.0,,,,,,,,,
11646,0.0,773.789768,291948,1779545988.113446,,,,,,,,,,
11647,,773.789768,291948,1779545988.113446,100.0,,,,,,,,,
11650,0.0,778.7950787,292168,1779545988.6257427,,,,,,,,,,
11651,,778.7956721,292168,1779545988.6267653,100.0,,,,,,,,,
11656,,778.7956721,292352,1779545989.6958458,,,,,,0.0001039959,,,,
11658,,778.7956721,292352,1779545989.6958458,,,,,,,0.0036429092,,,
11659,,778.7956721,292352,1779545989.6958458,,,1.328093,,,,,,,
11660,,778.7956721,292352,1779545989.6958458,,,,,,,,0.0026126234,,
11661,,778.7956721,292352,1779545989.6968565,,,,,,,,,0.0029965942,
11663,,778.7961582,292352,1779545989.6968565,,,,,,,,,,-2.4262688
11664,,778.7961582,292352,1779545989.6992261,,,,,378.0,,,,,
11665,0.847,778.7961582,292424,1779545989.8728328,,,,,,,,,,
11666,,778.7966751,292424,1779545989.8728328,17.0,,,,,,,,,
11667,0.0,778.7966751,292496,1779545990.0204802,,,,,,,,,,
11668,,778.7966751,292496,1779545990.0204802,100.0,,,,,,,,,
11669,0.0,778.7966751,292572,1779545990.1505125,,,,,,,,,,
11671,0.0,778.7966751,292740,1779545990.4975007,,,,,,,,,,
11672,,778.7966751,292740,1779545990.4975007,100.0,,,,,,,,,
11675,,778.7966751,292864,1779545991.28921,,,,,,0.00010373975,,,,
11678,,778.7972993,292864,1779545991.290213,,,1.2004648,,,,,,,
11688,0.0,778.7972993,293144,1779545991.892891,,,,,,,,,,
11690,0.0,778.7972993,293232,1779545992.0651433,,,,,,,,,,
11693,,778.7972993,293304,1779545992.1736655,100.0,,,,,,,,,
11698,,778.7972993,293376,1779545992.9639447,,,,,,,-0.010690793,,,
11699,,778.7972993,293376,1779545992.9639447,,,1.3936082,,,,,,,
11705,0.0,778.7978774,293380,1779545992.9797223,,,,,,,,,,
11708,,778.7978774,293472,1779545993.1409395,81.0,,,,,,,,,
11710,,783.8005439,293708,1779545993.5956404,100.0,,,,,,,,,
11712,,783.8005439,293720,1779545993.6273293,100.0,,,,,,,,,
11717,,783.8005439,293888,1779545994.6096952,,,,,,0.00010322746,,,,
11718,,783.8005439,293888,1779545994.6096952,,0.000781998,,,,,,,,
11719,,783.8005439,293888,1779545994.6096952,,,,,,,-0.013408337,,,
11721,,783.8005439,293888,1779545994.610694,,,,,,,,0.004116157,,
11724,,783.8005439,293888,1779545994.610694,,,,,,,,,,0.044888675
11726,0.442,783.8005439,294036,1779545994.9573731,,,,,,,,,,
11727,,783.8005439,294036,1779545994.9573731,62.0,,,,,,,,,
11732,0.334,783.801174,294176,1779545995.2086995,,,,,,,,,,
11736,,783.801174,294400,1779545996.3544517,,,,,,,-0.012449896,,,
11737,,783.801174,294400,1779545996.3544517,,,1.3064808,,,,,,,
11738,,783.8017023,294400,1779545996.3544517,,,,,,,,-0.011738506,,
11739,,783.8017023,294400,1779545996.3544517,,,,,,,,,0.011863722,
11742,,783.8017023,294400,1779545996.3585582,,,,,377.0,,,,,
11744,,783.8017023,294440,1779545996.4692993,65.0,,,,,,,,,
11745,0.0,783.8017023,294440,1779545996.4717884,,,,,,,,,,
11747,0.0,783.8017023,294516,1779545996.668938,,,,,,,,,,
11748,,783.8017023,294516,1779545996.6699357,100.0,,,,,,,,,
11753,0.0,783.8017023,294844,1779545997.4152532,,,,,,,,,,
11756,,783.8017023,294912,1779545998.2076788,,0.00033301543,,,,,,,,
11757,,783.8017023,294912,1779545998.2076788,,,,,,,-0.019903243,,,
11758,,783.8017023,294912,1779545998.2076788,,,1.2252016,,,,,,,
11759,,783.80248,294912,1779545998.20896,,,,,,,,-0.0059838966,,
11760,,783.80248,294912,1779545998.20896,,,,,,,,,0.009566914,
11764,0.0,783.80248,294920,1779545998.2461252,,,,,,,,,,
11765,,783.80248,294920,1779545998.2461252,100.0,,,,,,,,,
11767,,783.80248,294932,1779545998.2764504,100.0,,,,,,,,,
11768,0.946,783.80248,294960,1779545998.3497026,,,,,,,,,,
11769,,783.80248,294960,1779545998.3506987,6.0,,,,,,,,,
11771,,788.8133133,295248,1779545998.9869065,100.0,,,,,,,,,
11772,0.0,788.8138757,295248,1779545998.9894004,,,,,,,,,,
11777,,788.8138757,295364,1779545999.171824,100.0,,,,,,,,,
11778,,788.8138757,295424,1779545999.9843771,,,,,,0.00010245902,,,,
11781,,788.8138757,295424,1779545999.9843771,,,1.1878713,,,,,,,
11782,,788.8150034,295424,1779545999.9843771,,,,,,,,-0.004373652,,
11787,0.0,788.8153045,295652,1779546000.4560573,,,,,,,,,,
11788,,788.8153045,295652,1779546000.4560573,100.0,,,,,,,,,
11789,0.0,788.8153045,295652,1779546000.4583795,,,,,,,,,,
11790,,788.8153045,295652,1779546000.4583795,100.0,,,,,,,,,
11792,,788.8153045,295728,1779546000.635271,100.0,,,,,,,,,
11793,0.0,788.8153045,295768,1779546000.7341962,,,,,,,,,,
11794,,788.8156774,295768,1779546000.7348108,100.0,,,,,,,,,
11797,,788.8161934,295936,1779546001.67951,,,,,,0.00010220287,,,,
11798,,788.8161934,295936,1779546001.67951,,0.002339634,,,,,,,,
11799,,788.8161934,295936,1779546001.67951,,,,,,,-0.010613371,,,
11800,,788.8161934,295936,1779546001.6805315,,,1.1185691,,,,,,,
11804,,788.8161934,295936,1779546001.6805315,,,,,,,,,,0.47216862
11805,,788.8161934,295936,1779546001.6840768,,,,,376.0,,,,,
11806,0.0,788.8161934,296056,1779546002.0020678,,,,,,,,,,
11807,,788.8161934,296056,1779546002.0031023,100.0,,,,,,,,,
11809,,788.8169106,296132,1779546002.250015,100.0,,,,,,,,,
11810,0.0,788.8169106,296172,1779546002.378817,,,,,,,,,,
11812,0.0,788.8169106,296212,1779546002.4860988,,,,,,,,,,
11813,,788.8169106,296212,1779546002.4860988,100.0,,,,,,,,,
11814,0.388,788.8195489,296448,1779546003.0842874,,,,,,,,,,
11815,,788.8195489,296448,1779546003.0842874,68.0,,,,,,,,,
11816,,793.8225231,296448,1779546003.8469498,,,,,,0.00010194672,,,,
11825,0.0,793.8231152,296460,1779546003.903096,,,,,,,,,,
11826,,793.8231152,296460,1779546003.903096,100.0,,,,,,,,,
11827,0.0,793.8231152,296536,1779546004.1135814,,,,,,,,,,
11828,,793.8231152,296536,1779546004.1135814,100.0,,,,,,,,,
11834,,793.8231152,296864,1779546004.8529046,100.0,,,,,,,,,
11838,,793.8238925,296940,1779546005.0046127,100.0,,,,,,,,,
11842,,793.8238925,296960,1779546005.6461034,,0.0036534637,,,,,,,,
11848,,793.8238925,296960,1779546005.6467865,,,,,,,,,,0.56281364
11849,,793.8238925,296960,1779546005.6559799,,,,,376.0,,,,,
11856,0.0,793.8238925,297344,1779546006.4304776,,,,,,,,,,
11857,,793.8238925,297344,1779546006.4304776,100.0,,,,,,,,,
11858,0.0,793.8238925,297360,1779546006.4726667,,,,,,,,,,
11859,,793.8244187,297360,1779546006.4726667,100.0,,,,,,,,,
11861,,793.8244187,297424,1779546006.6228123,100.0,,,,,,,,,
11862,,793.8244187,297472,1779546007.376871,,,,,,0.00010143442,,,,
11863,,793.8244187,297472,1779546007.376871,,0.005255876,,,,,,,,
11864,,793.8244187,297472,1779546007.3778932,,,,,,,-0.0062386636,,,
11865,,793.8244187,297472,1779546007.3778932,,,1.2575315,,,,,,,
11866,,793.8244187,297472,1779546007.3778932,,,,,,,,0.0037983963,,
11867,,793.8244187,297472,1779546007.3778932,,,,,,,,,0.0024256343,
11868,,793.8244187,297472,1779546007.3778932,,,,0.011230469,,,,,,
11870,,793.8244187,297472,1779546007.3820956,,,,,376.0,,,,,
11872,,793.8244187,297480,1779546007.4111204,33.0,,,,,,,,,
11873,0.82,793.8244187,297508,1779546007.4872534,,,,,,,,,,
11874,,793.8244187,297508,1779546007.4872534,20.0,,,,,,,,,
11876,,793.8244187,297560,1779546007.6127172,100.0,,,,,,,,,
11879,0.0,793.8244187,297764,1779546008.0653572,,,,,,,,,,
11884,,793.8244187,297884,1779546008.3097374,100.0,,,,,,,,,
11889,,798.8320119,297984,1779546009.3177793,,,,,,,,0.007165375,,
11890,,798.8320119,297984,1779546009.3177793,,,,,,,,,0.0030654594,
11895,,798.832647,298020,1779546009.4300787,100.0,,,,,,,,,
11896,0.0,798.832647,298168,1779546009.8044891,,,,,,,,,,
11899,,798.832647,298228,1779546009.9612877,100.0,,,,,,,,,
11904,,798.832647,298496,1779546011.262623,,,,,,0.00010092213,,,,
11905,,798.832647,298496,1779546011.262623,,0.0007321123,,,,,,,,
11908,,798.8334055,298496,1779546011.263647,,,,,,,,-0.0017103581,,
11909,,798.8334055,298496,1779546011.263647,,,,,,,,,0.0042376113,
11910,,798.8334055,298496,1779546011.263647,,,,0.05908203,,,,,,
11914,,798.8334055,298520,1779546011.3381364,72.0,,,,,,,,,
11917,0.0,798.8334055,298692,1779546011.755243,,,,,,,,,,
11919,0.0,798.8334055,298828,1779546012.0476477,,,,,,,,,,
11920,,798.8334055,298828,1779546012.0476477,100.0,,,,,,,,,
11923,0.0,798.8334055,298976,1779546012.323946,,,,,,,,,,
11925,,798.8334055,299008,1779546013.0592813,,,,,,0.00010066598,,,,
11926,,798.8334055,299008,1779546013.0592813,,0.00020202392,,,,,,,,
11929,,798.8334055,299008,1779546013.0592813,,,,,,,,-0.008583015,,
11932,,798.8334055,299008,1779546013.0597906,,,,,,,,,,0.2613023
11933,,798.8334055,299008,1779546013.0624158,,,,,375.0,,,,,
11935,,798.8334055,299096,1779546013.2228858,100.0,,,,,,,,,
11936,0.0,803.837282,299232,1779546013.5670376,,,,,,,,,,
11938,0.0,803.837282,299328,1779546013.8221202,,,,,,,,,,
11939,,803.837282,299328,1779546013.8221202,100.0,,,,,,,,,
11941,,803.837282,299380,1779546013.9554281,100.0,,,,,,,,,
11942,0.0,803.837282,299500,1779546014.1527922,,,,,,,,,,
11943,,803.837282,299500,1779546014.1527922,100.0,,,,,,,,,
11950,,803.837928,299520,1779546014.8000734,,,,0.0053710938,,,,,,
11951,,803.837928,299520,1779546014.8000734,,,,,,,,,,-1.5993631
11952,,803.837928,299520,1779546014.8049297,,,,,375.0,,,,,
11953,0.0,803.837928,299636,1779546015.0279691,,,,,,,,,,
11955,0.685,803.837928,299644,1779546015.0442114,,,,,,,,,,
11956,,803.837928,299644,1779546015.0442114,35.0,,,,,,,,,
11960,,803.837928,299784,1779546015.3374739,100.0,,,,,,,,,
11961,,803.837928,300032,1779546016.4707713,,,,,,0.00010015369,,,,
11964,,803.837928,300032,1779546016.471556,,,0.96059525,,,,,,,
11965,,803.8385852,300032,1779546016.471556,,,,,,,,-0.0026802514,,
11968,,803.8385852,300032,1779546016.471556,,,,,,,,,,0.5604358
11970,0.0,803.8385852,300040,1779546016.4988334,,,,,,,,,,
11974,0.217,803.8385852,300084,1779546016.6018953,,,,,,,,,,
11979,,803.8385852,300444,1779546017.2505302,100.0,,,,,,,,,
11981,,803.8393466,300452,1779546017.2766633,100.0,,,,,,,,,
11982,0.964,803.8393466,300464,1779546017.308408,,,,,,,,,,
11983,,803.8393466,300464,1779546017.308408,4.0,,,,,,,,,
11985,,803.8393466,300488,1779546017.3622553,100.0,,,,,,,,,
11986,,803.8393466,300544,1779546018.081166,,,,,,9.989754e-05,,,,
11988,,803.8393466,300544,1779546018.081166,,,,,,,-0.0014074966,,,
11989,,803.8393466,300544,1779546018.081166,,,1.1101732,,,,,,,
11990,,803.8393466,300544,1779546018.081166,,,,,,,,-0.004796515,,
11991,,803.8396782,300544,1779546018.0827281,,,,,,,,,0.00089080073,
11992,,803.8396782,300544,1779546018.0827281,,,,0.0,,,,,,
11993,,803.8396782,300544,1779546018.0827281,,,,,,,,,,0.54055476
11994,,803.8396782,300544,1779546018.0865302,,,,,375.0,,,,,
11995,0.0,803.8396782,300592,1779546018.1906972,,,,,,,,,,
11996,,803.8396782,300592,1779546018.1917117,100.0,,,,,,,,,
11997,0.424,808.8450989,300852,1779546018.7610002,,,,,,,,,,
12002,,808.8458802,300868,1779546018.8070436,100.0,,,,,,,,,
12004,,808.8458802,300892,1779546018.8666868,100.0,,,,,,,,,
12012,,808.8464673,301056,1779546019.920161,,,,,,,,,,0.30435836
12014,0.0,808.8464673,301256,1779546020.5068953,,,,,,,,,,
12017,,808.8464673,301260,1779546020.5283191,100.0,,,,,,,,,
12018,0.0,808.847054,301272,1779546020.5706246,,,,,,,,,,
12019,,808.847054,301272,1779546020.5706246,100.0,,,,,,,,,
12022,0.865,808.847054,301320,1779546020.7149363,,,,,,,,,,
12024,0.658,808.847054,301428,1779546020.9989133,,,,,,,,,,
12026,0.631,808.847054,301488,1779546021.1513793,,,,,,,,,,
12034,,808.8476792,301568,1779546021.9499357,,,,0.001953125,,,,,,
12035,,808.8476792,301568,1779546021.9499357,,,,,,,,,,0.48698467
12038,,808.8476792,301664,1779546022.218938,100.0,,,,,,,,,
12040,,808.8476792,301700,1779546022.3196447,100.0,,,,,,,,,
12042,,808.8476792,301832,1779546022.6710076,100.0,,,,,,,,,
12043,0.0,808.8476792,301892,1779546022.8307152,,,,,,,,,,
12046,,808.8476792,301940,1779546022.9605286,59.0,,,,,,,,,
12047,0.757,808.8476792,301944,1779546022.9775941,,,,,,,,,,
12048,,808.8476792,301944,1779546022.9791641,27.0,,,,,,,,,
12053,,813.85143,302080,1779546023.8750744,,,,,,9.91291e-05,,,,
12056,,813.85143,302080,1779546023.8760886,,,1.1389873,,,,,,,
12058,,813.85143,302080,1779546023.8760886,,,,,,,,,0.00299318,
12060,,813.8521751,302080,1779546023.8760886,,,,,,,,,,0.46158898
12063,,813.8521751,302088,1779546023.9144754,4.0,,,,,,,,,
12064,0.0,813.8521751,302344,1779546024.502222,,,,,,,,,,
12067,,813.8521751,302348,1779546024.520676,100.0,,,,,,,,,
12069,,813.8521751,302368,1779546024.58117,100.0,,,,,,,,,
12075,,813.8529228,302592,1779546025.7383366,,,1.1925731,,,,,,,
12078,,813.8529228,302592,1779546025.738921,,,,0.013671875,,,,,,
