_step,charts/episodic_return,_runtime,global_step,_timestamp,charts/episodic_length,losses/value_loss,losses/entropy,losses/clipfrac,charts/SPS,charts/learning_rate,losses/policy_loss,losses/old_approx_kl,losses/approx_kl,losses/explained_variance
3468,0.0,75.2937775,91160,1779545287.8013248,,,,,,,,,,
3471,,75.2937775,91228,1779545287.8411803,100.0,,,,,,,,,
3472,0.0,75.2937775,91332,1779545287.9079993,,,,,,,,,,
3475,,75.2937775,91488,1779545287.9970114,100.0,,,,,,,,,
3476,0.505,75.2937775,91556,1779545288.0383804,,,,,,,,,,
3479,,75.2937775,91564,1779545288.0449572,100.0,,,,,,,,,
3483,,75.2937775,91648,1779545288.1570706,,0.0013468055,,,,,,,,
3484,,75.2937775,91648,1779545288.1570706,,,,,,,-0.00974977,,,
3485,,75.2937775,91648,1779545288.1570706,,,1.6384932,,,,,,,
3486,,75.2937775,91648,1779545288.1570706,,,,,,,,0.006906159,,
3489,,75.2937775,91648,1779545288.1570706,,,,,,,,,,0.48682678
3492,,75.2937775,91700,1779545288.1936052,33.0,,,,,,,,,
3493,0.0,75.2937775,91892,1779545288.306602,,,,,,,,,,
3494,,75.2937775,91892,1779545288.306602,100.0,,,,,,,,,
3495,0.0,75.2937775,91960,1779545288.3466568,,,,,,,,,,
3496,,75.2937775,91960,1779545288.3466568,100.0,,,,,,,,,
3497,0.0,75.2937775,92036,1779545288.3878696,,,,,,,,,,
3500,,75.2937775,92104,1779545288.427406,100.0,,,,,,,,,
3503,,75.2937775,92160,1779545288.5285454,,,,,,,-0.0051530413,,,
3504,,75.2937775,92160,1779545288.5285454,,,1.6102434,,,,,,,
3506,,75.2937775,92160,1779545288.5285454,,,,,,,,,0.0014078328,
3508,,75.2937775,92160,1779545288.5285454,,,,,,,,,,0.49433285
3510,0.0,75.2937775,92296,1779545288.6028898,,,,,,,,,,
3511,,75.2937775,92296,1779545288.6028898,100.0,,,,,,,,,
3512,0.0,75.2937775,92364,1779545288.644544,,,,,,,,,,
3514,0.0,75.2937775,92440,1779545288.6902099,,,,,,,,,,
3515,,75.2937775,92440,1779545288.6902099,100.0,,,,,,,,,
3518,,75.2942862,92672,1779545288.9180532,,,,,,0.00020389345,,,,
3520,,75.2942862,92672,1779545288.9180532,,,,,,,-0.010130875,,,
3523,,75.2942862,92672,1779545288.9180532,,,,,,,,,0.006683056,
3525,,75.2942862,92672,1779545288.9180532,,,,,,,,,,-1.3940985
3528,,75.2942862,92700,1779545288.9363356,100.0,,,,,,,,,
3529,0.0,75.2947981,92768,1779545288.9800556,,,,,,,,,,
3530,,75.2947981,92768,1779545288.9800556,100.0,,,,,,,,,
3533,0.0,75.2947981,92912,1779545289.064155,,,,,,,,,,
3535,0.0,75.2947981,93104,1779545289.169537,,,,,,,,,,
3536,,75.2947981,93104,1779545289.169537,100.0,,,,,,,,,
3538,,75.2947981,93172,1779545289.208913,100.0,,,,,,,,,
3539,,75.2947981,93184,1779545289.3218706,,,,,,0.00020363729,,,,
3543,,75.2947981,93184,1779545289.3218706,,,,,,,,0.0076492913,,
3546,,75.295315,93184,1779545289.3218706,,,,,,,,,,-5.3727126
3547,,75.295315,93184,1779545289.3233728,,,,,1282.0,,,,,
3550,0.0,75.295315,93316,1779545289.4013112,,,,,,,,,,
3552,0.0,75.2958299,93508,1779545289.5083015,,,,,,,,,,
3557,,75.2958299,93652,1779545289.596499,100.0,,,,,,,,,
3562,,75.2958299,93696,1779545289.718721,,,,,,,,0.004268517,,
3563,,75.2958299,93696,1779545289.718721,,,,,,,,,0.0012642769,
3564,,75.2958299,93696,1779545289.718721,,,,0.0,,,,,,
3566,,75.2958299,93696,1779545289.7202232,,,,,1282.0,,,,,
3567,0.0,75.2958299,93720,1779545289.7369752,,,,,,,,,,
3569,0.0,75.2958299,93912,1779545289.8506598,,,,,,,,,,
3570,,75.2958299,93912,1779545289.8506598,100.0,,,,,,,,,
3571,0.919,75.2958299,93952,1779545289.8761632,,,,,,,,,,
3574,,75.2958299,93980,1779545289.8937397,100.0,,,,,,,,,
3575,0.0,75.2958299,94056,1779545289.9406416,,,,,,,,,,
3577,0.0,75.2958299,94124,1779545289.9807987,,,,,,,,,,
3578,,75.2958299,94124,1779545289.9807987,100.0,,,,,,,,,
3582,,80.3003306,94208,1779545290.1372588,,,1.5731174,,,,,,,
3583,,80.3003306,94208,1779545290.1372588,,,,,,,,0.00043958426,,
3584,,80.3003306,94208,1779545290.1372588,,,,,,,,,0.0030321763,
3586,,80.3003306,94208,1779545290.1372588,,,,,,,,,,0.039937615
3587,,80.3003306,94208,1779545290.1380856,,,,,1282.0,,,,,
3588,0.0,80.3038758,94356,1779545290.219966,,,,,,,,,,
3589,,80.3038758,94356,1779545290.219966,100.0,,,,,,,,,
3591,,80.3038758,94384,1779545290.2368414,100.0,,,,,,,,,
3594,0.0,80.3038758,94528,1779545290.3212543,,,,,,,,,,
3595,,80.3038758,94528,1779545290.3212543,100.0,,,,,,,,,
3597,,80.3049041,94720,1779545290.5502172,,0.0002773991,,,,,,,,
3599,,80.3049041,94720,1779545290.5502172,,,1.5877482,,,,,,,
3600,,80.3049041,94720,1779545290.5502172,,,,,,,,-0.0043275226,,
3601,,80.3058382,94720,1779545290.5502172,,,,,,,,,0.0041272687,
3602,,80.3065598,94720,1779545290.5502172,,,,0.008300781,,,,,,
3603,,80.3074796,94720,1779545290.5502172,,,,,,,,,,-0.9242351
3604,,80.3080834,94720,1779545290.5512168,,,,,1282.0,,,,,
3605,0.0,80.3080834,94760,1779545290.5795584,,,,,,,,,,
3608,,80.3086262,94788,1779545290.597314,100.0,,,,,,,,,
3609,0.37,80.3086262,94812,1779545290.6118875,,,,,,,,,,
3610,,80.3086262,94812,1779545290.6118875,70.0,,,,,,,,,
3613,0.0,80.309229,95164,1779545290.8253195,,,,,,,,,,
3615,0.0,80.309229,95192,1779545290.8419693,,,,,,,,,,
3618,,80.3098125,95216,1779545290.8564682,100.0,,,,,,,,,
3619,,80.3098125,95232,1779545291.0017507,,,,,,0.0002026127,,,,
3623,,80.3104123,95232,1779545291.0017507,,,,,,,,0.0037002135,,
3624,,80.3110542,95232,1779545291.0017507,,,,,,,,,0.0046508997,
3628,0.0,80.3116655,95268,1779545291.0289342,,,,,,,,,,
3629,,80.3116655,95268,1779545291.0289342,100.0,,,,,,,,,
3631,,80.3116655,95448,1779545291.14849,44.0,,,,,,,,,
3633,,80.3123697,95568,1779545291.222955,100.0,,,,,,,,,
3634,0.0,80.3123697,95596,1779545291.2415123,,,,,,,,,,
3635,,80.3123697,95596,1779545291.2415123,100.0,,,,,,,,,
3636,0.0,80.3123697,95620,1779545291.2566214,,,,,,,,,,
3640,,80.3131093,95744,1779545291.4715052,,,,,,,-0.0045907507,,,
3642,,80.3131093,95744,1779545291.4715052,,,,,,,,0.016239908,,
3643,,80.3146554,95744,1779545291.4715052,,,,,,,,,0.0040133907,
3644,,80.3146554,95744,1779545291.4715052,,,,0.009765625,,,,,,
3646,,80.3161987,95744,1779545291.473016,,,,,1280.0,,,,,
3648,,80.3161987,95852,1779545291.5492544,100.0,,,,,,,,,
3649,0.0,80.3161987,95972,1779545291.62871,,,,,,,,,,
3651,0.0,80.3161987,96000,1779545291.6468494,,,,,,,,,,
3652,,80.3161987,96000,1779545291.6468494,100.0,,,,,,,,,
3653,0.0,80.3161987,96024,1779545291.6644077,,,,,,,,,,
3654,,80.3161987,96024,1779545291.6644077,100.0,,,,,,,,,
3655,0.937,80.3161987,96056,1779545291.6866996,,,,,,,,,,
3656,,80.3161987,96056,1779545291.6874614,7.0,,,,,,,,,
3658,,80.3161987,96256,1779545291.8132348,100.0,,,,,,,,,
3660,,80.3161987,96256,1779545291.938788,,0.0018827724,,,,,,,,
3663,,80.3161987,96256,1779545291.938788,,,,,,,,-0.0013917927,,
3667,,80.3177534,96256,1779545291.9402192,,,,,1278.0,,,,,
3673,,80.3184698,96460,1779545292.0747514,100.0,,,,,,,,,
3674,0.0,80.3184698,96660,1779545292.2037632,,,,,,,,,,
3675,,80.3184698,96660,1779545292.2037632,100.0,,,,,,,,,
3676,0.0,80.3184698,96688,1779545292.2230003,,,,,,,,,,
3677,,80.3184698,96688,1779545292.2230003,100.0,,,,,,,,,
3678,,80.3184698,96768,1779545292.413951,,,,,,0.00020184426,,,,
3679,,80.3184698,96768,1779545292.413951,,0.0003994403,,,,,,,,
3680,,80.3194886,96768,1779545292.413951,,,,,,,-0.014070592,,,
3682,,80.3194886,96768,1779545292.413951,,,,,,,,0.020055622,,
3683,,80.3194886,96768,1779545292.413951,,,,,,,,,0.005961308,
3686,,80.3198129,96768,1779545292.4156547,,,,,1277.0,,,,,
3689,0.685,80.3198129,96832,1779545292.4629855,,,,,,,,,,
3692,,80.3203312,96864,1779545292.4860623,100.0,,,,,,,,,
3697,0.0,80.3203312,97184,1779545292.7577724,,,,,,,,,,
3699,0.0,80.3203312,97236,1779545292.8007472,,,,,,,,,,
3701,,80.3203312,97280,1779545292.993553,,,,,,0.00020158812,,,,
3704,,80.3203312,97280,1779545292.993553,,,1.5479093,,,,,,,
3706,,80.3203312,97280,1779545292.993553,,,,,,,,,0.001457612,
3709,,80.3213626,97280,1779545292.9955585,,,,,1274.0,,,,,
3713,,80.3213626,97388,1779545293.0799127,50.0,,,,,,,,,
3714,0.0,80.3213626,97444,1779545293.1237283,,,,,,,,,,
3719,,80.3221019,97740,1779545293.3616698,100.0,,,,,,,,,
3720,0.0,80.3221019,97792,1779545293.4044423,,,,,,,,,,
3723,,80.3221019,97792,1779545293.5717375,,0.00092620926,,,,,,,,
3726,,80.3221019,97792,1779545293.5717375,,,,,,,,0.024351718,,
3727,,80.3221019,97792,1779545293.5717375,,,,,,,,,0.011040466,
3729,,80.3221019,97792,1779545293.5717375,,,,,,,,,,0.11352694
3730,,80.3221019,97792,1779545293.5732398,,,,,1271.0,,,,,
3732,,80.3221019,97848,1779545293.60338,100.0,,,,,,,,,
3733,0.0,80.3221019,98044,1779545293.7236497,,,,,,,,,,
3734,,80.3221019,98044,1779545293.7236497,100.0,,,,,,,,,
3735,0.0,80.3221019,98144,1779545293.7818718,,,,,,,,,,
3737,0.0,80.323126,98196,1779545293.813033,,,,,,,,,,
3740,,80.323126,98252,1779545293.8468175,100.0,,,,,,,,,
3741,0.775,80.323126,98300,1779545293.8768873,,,,,,,,,,
3742,,80.323126,98300,1779545293.8768873,25.0,,,,,,,,,
3744,,80.323126,98304,1779545293.9801214,,0.004660432,,,,,,,,
3745,,80.323126,98304,1779545293.9801214,,,,,,,-0.024570236,,,
3746,,80.323126,98304,1779545293.9801214,,,1.5118738,,,,,,,
3748,,80.323126,98304,1779545293.9801214,,,,,,,,,0.008291952,
3749,,80.323126,98304,1779545293.9801214,,,,0.03466797,,,,,,
3750,,80.323126,98304,1779545293.9801214,,,,,,,,,,0.062056184
3753,,80.323126,98448,1779545294.069988,100.0,,,,,,,,,
3754,0.667,80.323126,98452,1779545294.0740404,,,,,,,,,,
3756,0.0,80.323126,98548,1779545294.3622158,,,,,,,,,,
3757,,80.323126,98548,1779545294.3622158,100.0,,,,,,,,,
3758,0.0,80.323126,98656,1779545294.7555244,,,,,,,,,,
3760,,85.3278117,98816,1779545296.185174,,,,,,0.00020081968,,,,
3761,,85.3278117,98816,1779545296.185727,,0.0023626946,,,,,,,,
3764,,85.3278117,98816,1779545296.1863341,,,,,,,,0.006054461,,
3765,,85.3278117,98816,1779545296.1863341,,,,,,,,,0.0057157227,
3766,,85.3278117,98816,1779545296.1863341,,,,0.033203125,,,,,,
3767,,85.3278117,98816,1779545296.1870568,,,,,,,,,,0.31751633
3768,,85.3286046,98816,1779545296.1945338,,,,,1242.0,,,,,
3769,0.0,85.3286046,98852,1779545296.3320637,,,,,,,,,,
3770,,85.3286046,98852,1779545296.3320637,100.0,,,,,,,,,
3771,0.0,85.3286046,98856,1779545296.3540282,,,,,,,,,,
3773,0.0,85.3286046,98952,1779545296.7007504,,,,,,,,,,
3774,,85.3286046,98952,1779545296.7007504,100.0,,,,,,,,,
3776,,85.3289732,99020,1779545296.9487696,41.0,,,,,,,,,
3783,,85.3289732,99328,1779545298.6539514,,,,,,0.00020056352,,,,
3787,,85.3297892,99328,1779545298.6565027,,,,,,,,0.0058520697,,
3789,,85.3297892,99328,1779545298.6568143,,,,0.03125,,,,,,
3790,,85.3297892,99328,1779545298.6568143,,,,,,,,,,0.1973412
3791,,85.3297892,99328,1779545298.6619213,,,,,1211.0,,,,,
3794,0.1,85.3297892,99424,1779545299.0045676,,,,,,,,,,
3798,0.0,85.3297892,99608,1779545299.5751705,,,,,,,,,,
3800,0.118,85.3297892,99656,1779545299.741131,,,,,,,,,,
3803,,85.3367481,99760,1779545300.0561967,100.0,,,,,,,,,
3811,,90.3424436,99840,1779545301.1834936,,,,,,,,,,-0.008577943
3812,,90.3424436,99840,1779545301.1899164,,,,,1181.0,,,,,
3814,,90.3431961,99872,1779545301.3428361,100.0,,,,,,,,,
3815,0.0,90.3431961,100012,1779545301.818939,,,,,,,,,,
3817,0.0,90.3431961,100060,1779545302.006415,,,,,,,,,,
3818,,90.3431961,100060,1779545302.006415,100.0,,,,,,,,,
3821,0.0,90.3438115,100276,1779545302.6651433,,,,,,,,,,
3823,,90.3438115,100352,1779545303.5675762,,,,,,0.00020005123,,,,
3824,,90.3438115,100352,1779545303.5675762,,0.0006744279,,,,,,,,
3825,,90.3438115,100352,1779545303.5675762,,,,,,,-0.0097270515,,,
3826,,90.3438115,100352,1779545303.5675762,,,1.5216477,,,,,,,
3829,,90.3443631,100352,1779545303.5675762,,,,0.020507812,,,,,,
3830,,90.3443631,100352,1779545303.5675762,,,,,,,,,,-1.8687344
3832,0.0,90.3443631,100416,1779545303.7960699,,,,,,,,,,
3833,,90.3443631,100416,1779545303.7960699,100.0,,,,,,,,,
3835,,90.3443631,100464,1779545303.9706442,100.0,,,,,,,,,
3836,0.0,90.3443631,100568,1779545304.2747703,,,,,,,,,,
3838,0.613,90.3443631,100640,1779545304.4964175,,,,,,,,,,
3840,0.0,90.3449288,100680,1779545304.6252406,,,,,,,,,,
3849,,95.3492728,100864,1779545305.6269488,,,1.4148768,,,,,,,
3850,,95.3492728,100864,1779545305.6269488,,,,,,,,-0.0007710429,,
3853,,95.3492728,100864,1779545305.6269488,,,,,,,,,,0.14862323
3855,0.829,95.3492728,100900,1779545305.7487493,,,,,,,,,,
3857,0.0,95.3492728,100972,1779545305.9502425,,,,,,,,,,
3860,,95.3492728,101044,1779545306.155368,100.0,,,,,,,,,
3861,0.946,95.3498701,101072,1779545306.23728,,,,,,,,,,
3862,,95.3498701,101072,1779545306.2379594,6.0,,,,,,,,,
3863,0.0,95.3498701,101148,1779545306.461085,,,,,,,,,,
3868,,95.3498701,101376,1779545307.0897646,100.0,,,,,,,,,
3870,,95.3504724,101376,1779545307.541389,,0.0032268176,,,,,,,,
3871,,95.3504724,101376,1779545307.5419023,,,,,,,-0.01325804,,,
3877,,95.3510823,101376,1779545307.5485554,,,,,1115.0,,,,,
3878,0.0,95.3510823,101476,1779545307.8348053,,,,,,,,,,
3879,,95.3510823,101476,1779545307.8348053,100.0,,,,,,,,,
3881,,95.3510823,101552,1779545308.0428727,100.0,,,,,,,,,
3883,,95.3510823,101700,1779545308.406348,55.0,,,,,,,,,
3885,,95.3510823,101708,1779545308.435343,100.0,,,,,,,,,
3887,,95.351684,101780,1779545308.625628,56.0,,,,,,,,,
3889,,95.351684,101780,1779545308.628411,100.0,,,,,,,,,
3892,,95.351684,101888,1779545309.3117526,,,,,,,-0.01021602,,,
3893,,95.351684,101888,1779545309.3117526,,,1.4646165,,,,,,,
3894,,95.351684,101888,1779545309.3117526,,,,,,,,-0.0006096782,,
3895,,95.351684,101888,1779545309.3117526,,,,,,,,,0.0022778213,
3897,,95.351684,101888,1779545309.3117526,,,,,,,,,,0.38952416
3899,0.0,95.3522676,102104,1779545309.9071443,,,,,,,,,,
3901,0.0,95.3522676,102112,1779545309.9346435,,,,,,,,,,
3904,,100.3567534,102184,1779545310.1434698,100.0,,,,,,,,,
3907,0.523,100.3567534,102400,1779545310.6980488,,,,,,,,,,
3908,,100.3567534,102400,1779545310.6980488,53.0,,,,,,,,,
3910,,100.3567534,102400,1779545311.1770382,,0.0020207588,,,,,,,,
3912,,100.3567534,102400,1779545311.1780694,,,1.4296018,,,,,,,
3914,,100.3573136,102400,1779545311.1780694,,,,,,,,,0.002246771,
3917,,100.3573136,102400,1779545311.1832004,,,,,1083.0,,,,,
3919,,100.3573136,102508,1779545311.4793618,100.0,,,,,,,,,
3920,0.0,100.3573136,102516,1779545311.5045898,,,,,,,,,,
3921,,100.3573136,102516,1779545311.5056262,100.0,,,,,,,,,
3923,,100.3573136,102588,1779545311.6892066,100.0,,,,,,,,,
3925,,100.3579271,102804,1779545312.2518606,100.0,,,,,,,,,
3927,,100.3579271,102912,1779545312.5348759,100.0,,,,,,,,,
3929,,100.3579271,102912,1779545313.0358708,,0.00031475985,,,,,,,,
3930,,100.3579271,102912,1779545313.0358708,,,,,,,-0.0041396106,,,
3931,,100.3579271,102912,1779545313.0358708,,,1.509015,,,,,,,
3932,,100.3579271,102912,1779545313.0358708,,,,,,,,0.00055479724,,
3933,,100.3585514,102912,1779545313.0358708,,,,,,,,,0.003875048,
3934,,100.3585514,102912,1779545313.0358708,,,,0.0126953125,,,,,,
3937,0.0,100.3585514,102920,1779545313.0747797,,,,,,,,,,
3938,,100.3585514,102920,1779545313.0747797,100.0,,,,,,,,,
3941,0.244,100.3590933,103144,1779545313.6839058,,,,,,,,,,
3942,,100.3590933,103144,1779545313.684436,84.0,,,,,,,,,
3943,0.0,100.3590933,103316,1779545314.2275014,,,,,,,,,,
3944,,100.3590933,103316,1779545314.2275014,100.0,,,,,,,,,
3946,,100.3590933,103324,1779545314.257447,100.0,,,,,,,,,
3950,,100.3590933,103424,1779545315.0595152,,0.0005297373,,,,,,,,
3951,,100.3590933,103424,1779545315.0595152,,,,,,,-0.023342695,,,
3953,,100.3596943,103424,1779545315.0605152,,,,,,,,-0.0045795254,,
3955,,100.3596943,103424,1779545315.0605152,,,,0.013671875,,,,,,
3956,,100.362721,103424,1779545315.0605152,,,,,,,,,,-0.12832499
3958,0.0,105.3681468,103548,1779545315.441238,,,,,,,,,,
3959,,105.3681468,103548,1779545315.441238,100.0,,,,,,,,,
3960,0.0,105.3689417,103720,1779545315.9630437,,,,,,,,,,
3961,,105.3689417,103720,1779545315.9637835,100.0,,,,,,,,,
3962,0.0,105.3689417,103728,1779545316.0003693,,,,,,,,,,
3966,0.0,105.3689417,103800,1779545316.2479475,,,,,,,,,,
3968,,105.3695352,103936,1779545317.0545094,,,,,,0.0001982582,,,,
3970,,105.3695352,103936,1779545317.0545094,,,,,,,-0.0072905137,,,
3972,,105.3695352,103936,1779545317.0545094,,,,,,,,0.003075743,,
3974,,105.3695352,103936,1779545317.0555084,,,,0.0043945312,,,,,,
3975,,105.3700849,103936,1779545317.0555084,,,,,,,,,,0.20380431
3976,,105.3700849,103936,1779545317.0615816,,,,,1035.0,,,,,
3978,,105.3700849,104124,1779545317.5254724,100.0,,,,,,,,,
3979,0.0,105.3700849,104132,1779545317.5543737,,,,,,,,,,
3981,0.0,105.3700849,104144,1779545317.5936997,,,,,,,,,,
3982,,105.3700849,104144,1779545317.5942395,100.0,,,,,,,,,
3989,,105.3712933,104448,1779545319.0270362,,,,,,,-0.020276777,,,
3990,,105.3712933,104448,1779545319.0270362,,,1.5032221,,,,,,,
3991,,105.3712933,104448,1779545319.0275881,,,,,,,,-0.0024497928,,
3993,,105.3712933,104448,1779545319.0275881,,,,0.0,,,,,,
3997,,105.3712933,104528,1779545319.2730281,100.0,,,,,,,,,
3998,0.0,105.3712933,104536,1779545319.3013544,,,,,,,,,,
4000,0.0,105.3718917,104608,1779545319.5190802,,,,,,,,,,
4001,,105.3718917,104608,1779545319.5190802,100.0,,,,,,,,,
4002,0.856,105.3718917,104676,1779545319.7079468,,,,,,,,,,
4008,0.0,110.3769948,104940,1779545320.4657805,,,,,,,,,,
4009,,110.3769948,104940,1779545320.4657805,100.0,,,,,,,,,
4012,,110.3769948,104960,1779545321.0842042,,,,,,,-0.01763105,,,
4014,,110.3777039,104960,1779545321.0842042,,,,,,,,0.014175864,,
4016,,110.3777039,104960,1779545321.0852191,,,,0.001953125,,,,,,
4017,,110.3777039,104960,1779545321.0852191,,,,,,,,,,0.028211653
4021,0.0,110.3777039,105140,1779545321.6143155,,,,,,,,,,
4024,,110.3783115,105336,1779545322.1784902,100.0,,,,,,,,,
4025,0.0,110.3783115,105344,1779545322.211478,,,,,,,,,,
4029,,110.3783115,105472,1779545323.1485066,,,,,,,-0.01870352,,,
4032,,110.3789262,105472,1779545323.1485066,,,,,,,,,0.001262377,
4039,,110.3794876,105544,1779545323.3756087,100.0,,,,,,,,,
4040,0.0,110.3794876,105740,1779545323.8845177,,,,,,,,,,
4043,,110.3794876,105748,1779545323.9179535,100.0,,,,,,,,,
4053,,115.3887213,105984,1779545325.2338216,,,,,,,,,0.005764285,
4054,,115.3887213,105984,1779545325.2348225,,,,0.015136719,,,,,,
4055,,115.3887213,105984,1779545325.2348225,,,,,,,,,,-2.3380992
4059,0.0,115.3893095,106144,1779545325.7383282,,,,,,,,,,
4060,,115.3893095,106144,1779545325.7390134,100.0,,,,,,,,,
4064,,115.3893095,106352,1779545326.1766586,100.0,,,,,,,,,
4066,,115.3893095,106368,1779545326.225038,53.0,,,,,,,,,
4072,,115.3899924,106496,1779545327.0094557,,,1.518615,,,,,,,
4074,,115.3899924,106496,1779545327.0094557,,,,,,,,,0.0033862605,
4081,,115.3905928,106548,1779545327.1649308,100.0,,,,,,,,,
4085,,115.3905928,106772,1779545327.7657986,100.0,,,,,,,,,
4087,,115.3905928,106916,1779545328.183418,100.0,,,,,,,,,
4089,,115.3905928,106952,1779545328.2869377,100.0,,,,,,,,,
4090,,115.3912034,107008,1779545328.971571,,,,,,0.00019672132,,,,
4091,,115.3912034,107008,1779545328.971571,,0.0021410594,,,,,,,,
4092,,115.3912034,107008,1779545328.971571,,,,,,,-0.007212987,,,
4096,,115.3912034,107008,1779545328.973085,,,,0.0,,,,,,
4097,,115.3912034,107008,1779545328.973085,,,,,,,,,,0.28327084
4099,0.0,115.3912034,107160,1779545329.3877957,,,,,,,,,,
4100,,115.3912034,107160,1779545329.3877957,100.0,,,,,,,,,
4101,0.0,115.3912034,107176,1779545329.458109,,,,,,,,,,
4102,,115.3912034,107176,1779545329.45914,100.0,,,,,,,,,
4103,0.0,115.3912034,107320,1779545329.9212813,,,,,,,,,,
4104,,115.3912034,107320,1779545329.9222958,100.0,,,,,,,,,
4105,0.0,115.3917929,107356,1779545330.0113997,,,,,,,,,,
4106,,115.3917929,107356,1779545330.0117733,100.0,,,,,,,,,
4108,,120.3952914,107520,1779545330.8404918,,0.00037793707,,,,,,,,
4111,,120.3952914,107520,1779545330.8404918,,,,,,,,-0.0020611435,,
4112,,120.3952914,107520,1779545330.8404918,,,,,,,,,0.001397437,
4113,,120.3958708,107520,1779545330.8404918,,,,0.0043945312,,,,,,
4114,,120.3958708,107520,1779545330.8404918,,,,,,,,,,-3.2183022
4115,,120.3958708,107520,1779545330.8445654,,,,,941.0,,,,,
4116,0.0,120.3958708,107564,1779545330.9638445,,,,,,,,,,
4117,,120.3958708,107564,1779545330.9638445,100.0,,,,,,,,,
4119,,120.3958708,107580,1779545331.011275,100.0,,,,,,,,,
4126,0.0,120.3968912,107984,1779545332.0180254,,,,,,,,,,
4130,,120.3974073,108032,1779545332.5930924,,,,,,,-0.010756092,,,
4131,,120.3974073,108032,1779545332.5930924,,,1.4606879,,,,,,,
4134,,120.3974073,108032,1779545332.593606,,,,0.0014648438,,,,,,
4140,,120.3979884,108164,1779545332.9649618,100.0,,,,,,,,,
4141,0.0,120.3979884,108372,1779545333.5092306,,,,,,,,,,
4142,,120.3979884,108372,1779545333.5092306,100.0,,,,,,,,,
4143,0.0,120.3979884,108388,1779545333.5548522,,,,,,,,,,
4144,,120.3979884,108388,1779545333.5553575,100.0,,,,,,,,,
4145,0.721,120.3979884,108516,1779545333.861621,,,,,,,,,,
4147,0.0,120.3985757,108532,1779545333.9082146,,,,,,,,,,
4148,,120.3985757,108532,1779545333.9082146,100.0,,,,,,,,,
4149,,120.3985757,108544,1779545334.4215984,,,,,,0.00019595287,,,,
4150,,120.3985757,108544,1779545334.4215984,,0.0027767273,,,,,,,,
4151,,120.3985757,108544,1779545334.4215984,,,,,,,-0.007943189,,,
4152,,120.3985757,108544,1779545334.423111,,,1.5162163,,,,,,,
4158,0.0,120.3991683,108568,1779545334.4915395,,,,,,,,,,
4159,,120.3991683,108568,1779545334.4915395,100.0,,,,,,,,,
4161,,120.3991683,108776,1779545334.9791284,100.0,,,,,,,,,
4162,0.0,125.4055286,108920,1779545335.3288343,,,,,,,,,,
4163,,125.4055286,108920,1779545335.3288343,100.0,,,,,,,,,
4165,,125.4063146,108936,1779545335.3762286,100.0,,,,,,,,,
4169,,125.4069518,109056,1779545336.4612072,,0.00019411114,,,,,,,,
4170,,125.4069518,109056,1779545336.4612072,,,,,,,-0.0013575396,,,
4175,,125.4069518,109056,1779545336.4622097,,,,,,,,,,-3.5551953
4177,0.0,125.4077079,109180,1779545336.8488345,,,,,,,,,,
4180,,125.4077079,109324,1779545337.3255959,100.0,,,,,,,,,
4181,0.0,125.4077079,109340,1779545337.4062157,,,,,,,,,,
4184,,125.4077079,109376,1779545337.5374353,100.0,,,,,,,,,
4186,,125.4077079,109568,1779545338.6872823,,0.00022045305,,,,,,,,
4188,,125.4077079,109568,1779545338.6872823,,,1.5724915,,,,,,,
4195,,125.4082982,109584,1779545338.7492926,100.0,,,,,,,,,
4197,,125.4082982,109728,1779545339.1198277,100.0,,,,,,,,,
4198,0.0,125.4082982,109744,1779545339.1667087,,,,,,,,,,
4199,,125.4082982,109744,1779545339.1671157,100.0,,,,,,,,,
4202,0.0,125.4082982,109988,1779545339.7699575,,,,,,,,,,
4203,,125.4088739,109988,1779545339.7699575,100.0,,,,,,,,,
4206,,130.4133233,110080,1779545340.5601473,,,,,,,-0.01179244,,,
4210,,130.4133233,110080,1779545340.5601473,,,,0.0,,,,,,
4212,,130.4140928,110080,1779545340.5657485,,,,,888.0,,,,,
4213,0.0,130.4140928,110132,1779545340.7081795,,,,,,,,,,
4215,0.0,130.4140928,110148,1779545340.756869,,,,,,,,,,
4222,,130.4140928,110536,1779545341.7072237,100.0,,,,,,,,,
4224,,130.4140928,110552,1779545341.7485752,100.0,,,,,,,,,
4225,0.0,130.4140928,110588,1779545341.8387394,,,,,,,,,,
4226,,130.4146234,110588,1779545341.839741,100.0,,,,,,,,,
4227,,130.4146234,110592,1779545342.327253,,,,,,0.00019492827,,,,
4228,,130.4146234,110592,1779545342.327253,,0.00037115952,,,,,,,,
4229,,130.4146234,110592,1779545342.327253,,,,,,,-0.024911601,,,
4230,,130.4146234,110592,1779545342.3282676,,,1.532347,,,,,,,
4231,,130.4146234,110592,1779545342.3282676,,,,,,,,0.007638244,,
4232,,130.4146234,110592,1779545342.3282676,,,,,,,,,0.0033322568,
4233,,130.4146234,110592,1779545342.3282676,,,,0.0034179688,,,,,,
4238,0.0,130.4146234,110940,1779545343.2569141,,,,,,,,,,
4240,0.0,130.4152292,110956,1779545343.3060186,,,,,,,,,,
4242,0.0,130.4152292,110992,1779545343.413033,,,,,,,,,,
4244,,130.4152292,111104,1779545344.2177029,,,,,,0.00019467213,,,,
4246,,130.4152292,111104,1779545344.2177029,,,,,,,-0.024346748,,,
4247,,130.4152292,111104,1779545344.2177029,,,1.5866979,,,,,,,
